Campaign ID,Day,Impressions,Avg. position,Search Impr. share
1051846078,2018-05-19,70,0.0,62.96%
1347289330,2018-05-19,2,0.0,50.00%
858852374,2018-05-20,42586,0.0,26.64%
858852389,2018-05-20,312,0.0,15.35%
897396478,2018-05-20,42,0.0,32.61%
897396601,2018-05-20,74,0.0,38.96%
897397561,2018-05-20,43,0.0,30.77%
898306518,2018-05-20,1097,0.0,78.68%
898306521,2018-05-20,412,0.0,62.12%
898306788,2018-05-20,267,0.0,80.00%
898306791,2018-05-20,208,0.0,73.47%
1012486970,2018-05-20,320,0.0,80.00%
1013605111,2018-05-20,20492,0.0,65.67%
1047422828,2018-05-20,248,0.0,< 10%
1051618446,2018-05-20,5008,0.0,47.76%
1051846078,2018-05-20,61,0.0,66.67%
1066540780,2018-05-20,6,0.0,< 10%
1401251883,2018-05-20,35,0.0,39.44%
1051846201,2018-06-09,15,0.0,76.92%
1347289324,2018-06-09,1,0.0,33.33%
1352572239,2018-06-09,23,0.0,26.83%
1417934581,2018-06-09,2124,0.0,29.24%
1417934584,2018-06-09,857,0.0,< 10%
858254137,2018-06-10,3436,0.0,42.68%
858842840,2018-06-10,4374,0.0,10.11%
859238532,2018-06-10,3793,0.0,13.76%
859238544,2018-06-10,3514,0.0,27.95%
877479093,2018-06-10,1443,0.0,31.22%
897400981,2018-06-10,28,0.0,71.43%
897942443,2018-06-10,37,0.0,79.31%
1054087321,2018-06-10,744,0.0,23.09%
1066540786,2018-06-10,2,0.0, --
1352721070,2018-06-10,36,0.0,33.33%
1394686948,2018-06-10,1840,0.0,37.46%
1417934581,2018-06-10,1638,0.0,24.29%
1417934584,2018-06-10,1019,0.0,< 10%
858276865,2018-06-11,11285,0.0,36.82%
859238529,2018-06-11,2880,0.0,18.87%
859238532,2018-06-11,5384,0.0,16.49%
859238544,2018-06-11,4847,0.0,24.81%
877479093,2018-06-11,1191,0.0,29.51%
897397588,2018-06-11,27,0.0,36.36%
897401707,2018-06-11,534,0.0,86.78%
897942443,2018-06-11,45,0.0,71.79%
1047267038,2018-06-11,9128,0.0,22.65%
1054087321,2018-06-11,851,0.0,13.15%
1347289321,2018-06-11,2,0.0,100.00%
1352572239,2018-06-11,30,0.0,14.12%
1352721070,2018-06-11,49,0.0,32.56%
1394686948,2018-06-11,2386,0.0,25.31%
1401251886,2018-06-11,117,0.0,45.45%
1417934581,2018-06-11,2418,0.0,22.26%
1417934584,2018-06-11,864,0.0,< 10%
858254137,2018-06-12,7536,0.0,49.57%
858276865,2018-06-12,9077,0.0,32.22%
858842840,2018-06-12,5333,0.0,14.35%
859238532,2018-06-12,4693,0.0,16.27%
897397588,2018-06-12,74,0.0,46.67%
897400981,2018-06-12,9,0.0,22.22%
1047267038,2018-06-12,10709,0.0,23.73%
1051846201,2018-06-12,9,0.0,100.00%
1054087321,2018-06-12,941,0.0,14.61%
1352572239,2018-06-12,47,0.0,< 10%
1400682440,2018-06-12,10,0.0,17.65%
858842840,2018-06-13,5331,0.0,14.82%
858854348,2018-06-13,1140,0.0,36.21%
859238529,2018-06-13,2338,0.0,17.06%
897942443,2018-06-13,45,0.0,90.48%
1054087321,2018-06-13,870,0.0,13.03%
1347289321,2018-06-13,1,0.0,50.00%
1352572239,2018-06-13,30,0.0,11.76%
1394686948,2018-06-13,1463,0.0,14.60%
1400682440,2018-06-13,5,0.0,100.00%
1401251886,2018-06-13,161,0.0,35.40%
1417934581,2018-06-13,1992,0.0,20.01%
858254137,2018-06-14,5335,0.0,46.05%
858276865,2018-06-14,9365,0.0,28.61%
858842840,2018-06-14,4799,0.0,13.66%
859238544,2018-06-14,3751,0.0,30.18%
897942443,2018-06-14,68,0.0,82.35%
1047267038,2018-06-14,9506,0.0,22.42%
1047422825,2018-06-14,231,0.0,< 10%
1051846201,2018-06-14,17,0.0,62.50%
1347289321,2018-06-14,1,0.0,< 10%
1352721070,2018-06-14,24,0.0,22.64%
858254137,2018-06-15,3875,0.0,39.39%
858276865,2018-06-15,9282,0.0,32.23%
858854348,2018-06-15,1015,0.0,37.44%
859238532,2018-06-15,5023,0.0,18.99%
877479093,2018-06-15,1529,0.0,29.91%
897397588,2018-06-15,46,0.0,80.00%
897400981,2018-06-15,11,0.0,75.00%
897401707,2018-06-15,409,0.0,92.94%
1047267038,2018-06-15,9691,0.0,25.75%
1051846201,2018-06-15,6,0.0,40.00%
1352572239,2018-06-15,44,0.0,17.28%
1400682440,2018-06-15,14,0.0,42.86%
1401251886,2018-06-15,88,0.0,35.43%
1417934584,2018-06-15,573,0.0,< 10%
1435177637,2018-06-15,32021,0.0,59.20%
858854348,2018-06-16,840,0.0,41.77%
859238529,2018-06-16,1961,0.0,19.11%
859238532,2018-06-16,4971,0.0,20.29%
859238544,2018-06-16,1248,0.0,29.04%
897401707,2018-06-16,362,0.0,95.65%
897942443,2018-06-16,30,0.0,90.00%
1047267038,2018-06-16,7623,0.0,30.25%
1054087321,2018-06-16,1144,0.0,55.10%
1352572239,2018-06-16,24,0.0,12.96%
1401251886,2018-06-16,75,0.0,32.76%
1417934581,2018-06-16,2724,0.0,33.08%
1417934584,2018-06-16,703,0.0,< 10%
1435177637,2018-06-16,31680,0.0,53.01%
858254137,2018-06-17,2455,0.0,38.19%
858276865,2018-06-17,7609,0.0,26.50%
858842840,2018-06-17,4534,0.0,10.42%
859238529,2018-06-17,2693,0.0,21.24%
877479093,2018-06-17,1691,0.0,44.51%
897400981,2018-06-17,10,0.0,50.00%
897401707,2018-06-17,264,0.0,98.59%
897942443,2018-06-17,39,0.0,78.95%
1347289324,2018-06-17,4,0.0, --
1352572239,2018-06-17,30,0.0,< 10%
1352721070,2018-06-17,28,0.0,31.37%
1394686948,2018-06-17,1077,0.0,36.57%
1417934581,2018-06-17,1643,0.0,28.35%
1435177118,2018-06-17,3546,0.0,18.32%
1435177637,2018-06-17,11711,0.0,31.85%
858254137,2018-06-18,5997,0.0,46.36%
858842840,2018-06-18,5437,0.0,13.54%
859238529,2018-06-18,2880,0.0,17.81%
859238532,2018-06-18,4484,0.0,18.57%
859238544,2018-06-18,1430,0.0,23.09%
877479093,2018-06-18,2939,0.0,53.09%
897397588,2018-06-18,18,0.0,100.00%
897400981,2018-06-18,9,0.0,50.00%
897401707,2018-06-18,106,0.0,96.30%
1047267038,2018-06-18,10460,0.0,30.51%
1047422825,2018-06-18,216,0.0,< 10%
1054087321,2018-06-18,970,0.0,31.63%
1066540786,2018-06-18,1,0.0, --
1352721070,2018-06-18,34,0.0,26.47%
1394686948,2018-06-18,2278,0.0,38.56%
1400682440,2018-06-18,8,0.0,100.00%
1401251886,2018-06-18,148,0.0,37.20%
1417934581,2018-06-18,1843,0.0,19.40%
1417934584,2018-06-18,505,0.0,< 10%
1435177118,2018-06-18,8423,0.0,24.88%
858254137,2018-06-19,6416,0.0,44.16%
858276865,2018-06-19,6249,0.0,26.41%
858842840,2018-06-19,6040,0.0,13.93%
859238529,2018-06-19,3515,0.0,21.03%
877479093,2018-06-19,3912,0.0,60.95%
897397588,2018-06-19,22,0.0,50.00%
897400981,2018-06-19,4,0.0,< 10%
1047422825,2018-06-19,342,0.0,10.39%
1352572239,2018-06-19,39,0.0,20.67%
1394686948,2018-06-19,2182,0.0,34.21%
1400682440,2018-06-19,15,0.0,100.00%
1401251886,2018-06-19,36,0.0,96.43%
1417934584,2018-06-19,889,0.0,< 10%
858254137,2018-06-20,5509,0.0,42.32%
858276865,2018-06-20,6667,0.0,26.55%
858842840,2018-06-20,6042,0.0,14.79%
859238532,2018-06-20,5896,0.0,22.80%
859238544,2018-06-20,923,0.0,16.16%
877479093,2018-06-20,5146,0.0,65.69%
897397588,2018-06-20,5,0.0,50.00%
897400981,2018-06-20,3,0.0,100.00%
897401707,2018-06-20,130,0.0,93.33%
1047422825,2018-06-20,286,0.0,10.29%
1347289324,2018-06-20,1,0.0,100.00%
1352721070,2018-06-20,49,0.0,25.37%
1400682440,2018-06-20,8,0.0,44.44%
1417934581,2018-06-20,658,0.0,23.34%
1435177118,2018-06-20,9710,0.0,27.59%
1435177637,2018-06-20,10677,0.0,31.94%
858254137,2018-06-21,4722,0.0,41.26%
858276865,2018-06-21,7059,0.0,29.62%
858842840,2018-06-21,5751,0.0,13.26%
859238529,2018-06-21,2806,0.0,19.35%
859238532,2018-06-21,5740,0.0,22.77%
877479093,2018-06-21,5783,0.0,69.50%
897401707,2018-06-21,184,0.0,88.89%
897942443,2018-06-21,13,0.0,66.67%
1051846201,2018-06-21,3,0.0,33.33%
1054087321,2018-06-21,8199,0.0,76.90%
1435177637,2018-06-21,15195,0.0,37.21%
858254137,2018-06-22,3598,0.0,38.50%
858842840,2018-06-22,4859,0.0,11.64%
859238529,2018-06-22,2231,0.0,19.46%
859238532,2018-06-22,4879,0.0,20.18%
877479093,2018-06-22,4547,0.0,58.86%
897401707,2018-06-22,284,0.0,89.23%
897942443,2018-06-22,35,0.0,88.89%
1047267038,2018-06-22,9968,0.0,32.12%
1047422825,2018-06-22,230,0.0,10.13%
1054087321,2018-06-22,8311,0.0,77.38%
1066540786,2018-06-22,1,0.0,100.00%
1352572239,2018-06-22,67,0.0,27.07%
1394686948,2018-06-22,12199,0.0,48.95%
1400682440,2018-06-22,1,0.0,< 10%
1435177637,2018-06-22,7671,0.0,29.51%
858254137,2018-06-23,2310,0.0,35.34%
858276865,2018-06-23,5028,0.0,27.74%
858854348,2018-06-23,852,0.0,39.08%
859238529,2018-06-23,1648,0.0,19.17%
859238532,2018-06-23,4240,0.0,18.76%
897397588,2018-06-23,69,0.0,63.64%
897400981,2018-06-23,15,0.0,< 10%
897401707,2018-06-23,309,0.0,96.77%
897942443,2018-06-23,26,0.0,84.62%
1051846201,2018-06-23,24,0.0,71.43%
1054087321,2018-06-23,4342,0.0,73.90%
1352572239,2018-06-23,67,0.0,28.35%
1400682440,2018-06-23,1,0.0,< 10%
1401251886,2018-06-23,88,0.0,77.42%
1435177118,2018-06-23,7215,0.0,29.87%
1435177637,2018-06-23,7358,0.0,28.24%
858254137,2018-06-24,2374,0.0,36.52%
859238532,2018-06-24,4665,0.0,19.70%
897400981,2018-06-24,6,0.0,66.67%
897401707,2018-06-24,305,0.0,93.10%
1047267038,2018-06-24,5065,0.0,27.14%
1047422825,2018-06-24,131,0.0,< 10%
1054087321,2018-06-24,4097,0.0,72.09%
1352572239,2018-06-24,45,0.0,21.32%
1352721070,2018-06-24,55,0.0,25.00%
1394686948,2018-06-24,4322,0.0,45.85%
1435177118,2018-06-24,9153,0.0,32.30%
1435177637,2018-06-24,8979,0.0,30.52%
858254137,2018-06-25,5672,0.0,46.51%
858842840,2018-06-25,6204,0.0,13.36%
858854348,2018-06-25,1302,0.0,41.79%
859238532,2018-06-25,4951,0.0,20.74%
859238544,2018-06-25,892,0.0,19.56%
897397588,2018-06-25,25,0.0,< 10%
897400981,2018-06-25,11,0.0,75.00%
897401707,2018-06-25,239,0.0,78.79%
1047422825,2018-06-25,214,0.0,12.85%
1051846201,2018-06-25,11,0.0,57.14%
1347289321,2018-06-25,0,0.0,< 10%
1352721070,2018-06-25,25,0.0,20.93%
1401251886,2018-06-25,74,0.0,77.53%
1435177118,2018-06-25,21073,0.0,41.23%
858854348,2018-06-26,1451,0.0,42.62%
859238529,2018-06-26,2848,0.0,21.74%
859238532,2018-06-26,4958,0.0,20.30%
897397588,2018-06-26,24,0.0,83.33%
897942443,2018-06-26,95,0.0,85.00%
1054087321,2018-06-26,9858,0.0,74.50%
1066540786,2018-06-26,1,0.0, --
1347289321,2018-06-26,0,0.0,< 10%
1400682440,2018-06-26,6,0.0,< 10%
1435177118,2018-06-26,19895,0.0,40.83%
1435177637,2018-06-26,12224,0.0,37.29%
877479093,2018-06-27,2493,0.0,36.47%
897397588,2018-06-27,31,0.0,66.67%
897400981,2018-06-27,3,0.0,66.67%
897401707,2018-06-27,231,0.0,96.77%
1047422825,2018-06-27,197,0.0,< 10%
1051846201,2018-06-27,8,0.0,80.00%
1352721070,2018-06-27,53,0.0,28.40%
1394686948,2018-06-27,2758,0.0,23.60%
1435177637,2018-06-27,11380,0.0,37.70%
858276865,2018-06-28,8385,0.0,23.33%
859238544,2018-06-28,923,0.0,19.60%
877479093,2018-06-28,2757,0.0,40.14%
897397588,2018-06-28,28,0.0,63.64%
897400981,2018-06-28,42,0.0,40.00%
897942443,2018-06-28,65,0.0,89.66%
1047422825,2018-06-28,354,0.0,11.34%
1051846201,2018-06-28,10,0.0,41.67%
1352721070,2018-06-28,44,0.0,22.97%
1401251886,2018-06-28,272,0.0,55.63%
1435177118,2018-06-28,18009,0.0,39.82%
1435177637,2018-06-28,9505,0.0,38.34%
858854348,2018-06-29,1510,0.0,48.62%
859238529,2018-06-29,2131,0.0,26.45%
897400981,2018-06-29,13,0.0,100.00%
897942443,2018-06-29,83,0.0,91.18%
1047267038,2018-06-29,8791,0.0,28.37%
1051846201,2018-06-29,5,0.0,40.00%
1054087321,2018-06-29,5287,0.0,68.46%
1352572239,2018-06-29,29,0.0,12.42%
1401251886,2018-06-29,221,0.0,59.18%
1435177118,2018-06-29,12736,0.0,36.22%
858854348,2018-06-30,1099,0.0,46.82%
859238532,2018-06-30,2997,0.0,18.65%
897401707,2018-06-30,3,0.0,33.33%
897942443,2018-06-30,56,0.0,88.46%
1047422825,2018-06-30,331,0.0,15.54%
1054087321,2018-06-30,3110,0.0,62.55%
1352721070,2018-06-30,32,0.0,27.27%
1394686948,2018-06-30,2916,0.0,40.23%
1401251886,2018-06-30,268,0.0,56.88%
858854348,2018-07-01,1214,0.0,48.81%
877479093,2018-07-01,1388,0.0,36.90%
897397588,2018-07-01,2,0.0,33.33%
1047267038,2018-07-01,4982,0.0,23.06%
1047422825,2018-07-01,373,0.0,14.86%
1051846201,2018-07-01,13,0.0,100.00%
1054087321,2018-07-01,3521,0.0,64.52%
1401251886,2018-07-01,251,0.0,49.17%
859238532,2018-07-02,5361,0.0,21.50%
897397588,2018-07-02,10,0.0,50.00%
1047267038,2018-07-02,8775,0.0,25.84%
1066540786,2018-07-02,1,0.0, --
1352572239,2018-07-02,52,0.0,11.69%
1394686948,2018-07-02,1456,0.0,15.49%
1435177118,2018-07-02,18819,0.0,39.35%
858254137,2018-07-03,6028,0.0,49.58%
858276865,2018-07-03,2317,0.0,31.52%
858842840,2018-07-03,5992,0.0,14.07%
858854348,2018-07-03,1294,0.0,39.87%
897401707,2018-07-03,8,0.0,45.45%
897942443,2018-07-03,78,0.0,84.62%
1047422825,2018-07-03,849,0.0,22.89%
1051846201,2018-07-03,10,0.0,57.14%
1054087321,2018-07-03,5231,0.0,64.20%
1352721070,2018-07-03,24,0.0,20.00%
1394686948,2018-07-03,1797,0.0,19.98%
1400682440,2018-07-03,0,0.0,< 10%
858254137,2018-07-04,3283,0.0,46.35%
858842840,2018-07-04,4738,0.0,11.90%
858854348,2018-07-04,818,0.0,43.43%
859238529,2018-07-04,1923,0.0,20.99%
859238532,2018-07-04,3423,0.0,19.44%
877479093,2018-07-04,1074,0.0,35.50%
897401707,2018-07-04,4,0.0,37.50%
1047267038,2018-07-04,3578,0.0,20.48%
1051846201,2018-07-04,1,0.0,< 10%
1054087321,2018-07-04,2435,0.0,56.09%
1352572239,2018-07-04,36,0.0,13.94%
1401251886,2018-07-04,277,0.0,64.19%
858254137,2018-07-05,4144,0.0,42.29%
858276865,2018-07-05,1319,0.0,25.58%
858842840,2018-07-05,4679,0.0,11.61%
897397588,2018-07-05,22,0.0,83.33%
1047267038,2018-07-05,7105,0.0,25.13%
1051846201,2018-07-05,4,0.0,33.33%
1066540786,2018-07-05,2,0.0, --
1352572239,2018-07-05,65,0.0,13.45%
1394686948,2018-07-05,1692,0.0,22.20%
1400682440,2018-07-05,6,0.0,< 10%
1401251886,2018-07-05,248,0.0,62.26%
858276865,2018-07-06,1269,0.0,24.06%
858842840,2018-07-06,4072,0.0,< 10%
859238529,2018-07-06,4052,0.0,22.93%
897401707,2018-07-06,5,0.0,30.00%
1054087321,2018-07-06,6521,0.0,70.22%
1400682440,2018-07-06,4,0.0,< 10%
858254137,2018-07-07,2030,0.0,36.16%
858276865,2018-07-07,1804,0.0,31.32%
858842840,2018-07-07,3581,0.0,< 10%
859238529,2018-07-07,2851,0.0,22.36%
897397588,2018-07-07,17,0.0,80.00%
897942443,2018-07-07,16,0.0,66.67%
1047267038,2018-07-07,4945,0.0,26.57%
1054087321,2018-07-07,3645,0.0,78.39%
858854390,2018-06-30,25788,0.0,21.08%
868539986,2018-06-30,890,0.0,18.82%
897397435,2018-06-30,5,0.0,33.33%
897401005,2018-06-30,47,0.0,64.41%
897401227,2018-06-30,35,0.0,90.00%
897401704,2018-06-30,19,0.0,69.23%
897942446,2018-06-30,2,0.0,< 10%
898306749,2018-06-30,2,0.0,100.00%
898307685,2018-06-30,87,0.0,59.02%
903986546,2018-06-30,3932,0.0,21.48%
1054087324,2018-06-30,6550,0.0,44.21%
1066540777,2018-06-30,14,0.0,50.00%
1352721067,2018-06-30,4,0.0,13.04%
1394686951,2018-06-30,228,0.0,< 10%
858277339,2018-07-01,8327,0.0,18.05%
858852371,2018-07-01,8834,0.0,40.46%
858852386,2018-07-01,62,0.0,12.59%
858853112,2018-07-01,8715,0.0,32.66%
858854351,2018-07-01,1197,0.0,28.24%
868539989,2018-07-01,1874,0.0,20.84%
870930629,2018-07-01,1280,0.0,33.56%
877479096,2018-07-01,4550,0.0,33.28%
897397435,2018-07-01,1,0.0, --
897401005,2018-07-01,59,0.0,66.15%
897401008,2018-07-01,7,0.0,58.33%
898306749,2018-07-01,3,0.0,100.00%
898307685,2018-07-01,48,0.0,52.17%
903986543,2018-07-01,183,0.0,< 10%
903986546,2018-07-01,3809,0.0,21.17%
1047267041,2018-07-01,10817,0.0,20.70%
1054087324,2018-07-01,6330,0.0,42.04%
1066540783,2018-07-01,1,0.0, --
1394686951,2018-07-01,147,0.0,< 10%
1435177379,2018-07-01,9562,0.0,18.46%
858277339,2018-07-02,9050,0.0,20.80%
858842837,2018-07-02,8022,0.0,30.05%
858852371,2018-07-02,14107,0.0,43.17%
858852386,2018-07-02,39,0.0,< 10%
858853112,2018-07-02,8026,0.0,31.41%
858854351,2018-07-02,1221,0.0,28.79%
858854390,2018-07-02,23708,0.0,22.97%
868539986,2018-07-02,1181,0.0,18.60%
870930629,2018-07-02,2417,0.0,34.72%
897397435,2018-07-02,7,0.0, --
898306746,2018-07-02,109,0.0,82.86%
898306749,2018-07-02,3,0.0,100.00%
898307685,2018-07-02,65,0.0,75.00%
903986546,2018-07-02,3497,0.0,17.86%
1047267041,2018-07-02,10794,0.0,21.68%
1054087324,2018-07-02,6318,0.0,43.64%
1066540777,2018-07-02,15,0.0,80.00%
1066540783,2018-07-02,1,0.0, --
1352721067,2018-07-02,2,0.0,15.38%
1435177379,2018-07-02,11256,0.0,22.97%
1435177634,2018-07-02,9284,0.0,47.45%
858277339,2018-07-03,8741,0.0,20.83%
858854351,2018-07-03,1322,0.0,28.17%
858854387,2018-07-03,23512,0.0,28.58%
858854390,2018-07-03,22695,0.0,24.51%
868539989,2018-07-03,1772,0.0,21.76%
897401005,2018-07-03,119,0.0,70.43%
897401704,2018-07-03,51,0.0,46.34%
897942446,2018-07-03,2,0.0,66.67%
898306749,2018-07-03,5,0.0,80.00%
898307685,2018-07-03,71,0.0,73.91%
903986543,2018-07-03,341,0.0,10.79%
903986546,2018-07-03,3369,0.0,17.53%
1047267041,2018-07-03,9423,0.0,18.71%
1054087324,2018-07-03,6010,0.0,42.78%
1066540777,2018-07-03,8,0.0,62.50%
1435177634,2018-07-03,7602,0.0,44.30%
858842837,2018-07-04,3605,0.0,26.74%
858853112,2018-07-04,7712,0.0,33.09%
858854390,2018-07-04,23675,0.0,23.60%
868539989,2018-07-04,1336,0.0,20.77%
870930626,2018-07-04,390,0.0,32.24%
870930629,2018-07-04,1025,0.0,22.61%
897397435,2018-07-04,4,0.0, --
897401227,2018-07-04,8,0.0,75.00%
897401704,2018-07-04,7,0.0,60.00%
898306746,2018-07-04,40,0.0,84.00%
898307685,2018-07-04,41,0.0,62.16%
903986543,2018-07-04,185,0.0,< 10%
903986546,2018-07-04,2911,0.0,17.20%
1047267041,2018-07-04,6778,0.0,16.89%
1066540777,2018-07-04,3,0.0,100.00%
1435177634,2018-07-04,4292,0.0,40.53%
858276859,2018-07-05,12607,0.0,21.87%
858276862,2018-07-05,403,0.0,23.03%
858277336,2018-07-05,12703,0.0,44.81%
858277339,2018-07-05,8665,0.0,20.85%
858842837,2018-07-05,5091,0.0,24.82%
858852386,2018-07-05,69,0.0,15.54%
858853112,2018-07-05,9030,0.0,33.81%
858854387,2018-07-05,22957,0.0,28.62%
859238553,2018-07-05,3519,0.0,48.45%
868539986,2018-07-05,1508,0.0,23.36%
868539989,2018-07-05,1901,0.0,22.88%
870930629,2018-07-05,1528,0.0,21.38%
877479096,2018-07-05,3878,0.0,32.17%
897397435,2018-07-05,4,0.0,< 10%
897401005,2018-07-05,128,0.0,45.89%
897401008,2018-07-05,9,0.0,40.91%
898307685,2018-07-05,40,0.0,74.19%
1054087324,2018-07-05,5477,0.0,40.13%
1066540777,2018-07-05,28,0.0,57.14%
1066540783,2018-07-05,1,0.0,< 10%
1352721067,2018-07-05,9,0.0,14.81%
1394686951,2018-07-05,209,0.0,< 10%
1435177379,2018-07-05,10629,0.0,22.74%
858254140,2018-07-06,5677,0.0,39.27%
858276856,2018-07-06,2635,0.0,19.30%
858276862,2018-07-06,349,0.0,21.95%
858854351,2018-07-06,1606,0.0,29.11%
858854390,2018-07-06,24419,0.0,25.18%
859238553,2018-07-06,2913,0.0,40.80%
868539986,2018-07-06,1108,0.0,20.44%
870930626,2018-07-06,341,0.0,20.34%
877479096,2018-07-06,4203,0.0,32.10%
897401005,2018-07-06,103,0.0,50.00%
897942446,2018-07-06,0,0.0,< 10%
898306746,2018-07-06,158,0.0,92.31%
898306749,2018-07-06,3,0.0,33.33%
903986543,2018-07-06,335,0.0,10.45%
903986546,2018-07-06,3769,0.0,18.25%
1047267041,2018-07-06,9364,0.0,21.07%
1066540783,2018-07-06,2,0.0, --
1352721067,2018-07-06,7,0.0,22.22%
1394686951,2018-07-06,1115,0.0,16.50%
1435177379,2018-07-06,9029,0.0,21.36%
1435177634,2018-07-06,6793,0.0,44.62%
858254140,2018-07-07,4529,0.0,35.96%
858276856,2018-07-07,2118,0.0,21.11%
858276859,2018-07-07,12748,0.0,21.15%
858277336,2018-07-07,6455,0.0,38.54%
858277339,2018-07-07,8264,0.0,19.68%
858842837,2018-07-07,2527,0.0,17.41%
858852371,2018-07-07,6295,0.0,34.62%
858852386,2018-07-07,18,0.0,11.41%
858853112,2018-07-07,8366,0.0,32.30%
858854351,2018-07-07,1743,0.0,31.82%
858854390,2018-07-07,26840,0.0,23.83%
859238553,2018-07-07,1610,0.0,35.80%
877479096,2018-07-07,3095,0.0,26.69%
897401008,2018-07-07,12,0.0,78.57%
897401227,2018-07-07,37,0.0,86.36%
897942446,2018-07-07,2,0.0,100.00%
898307685,2018-07-07,56,0.0,72.73%
1394686951,2018-07-07,661,0.0,12.53%
858276859,2018-07-08,12526,0.0,20.23%
858276862,2018-07-08,338,0.0,29.10%
858277336,2018-07-08,7452,0.0,38.92%
858277339,2018-07-08,6648,0.0,17.56%
858842837,2018-07-08,3339,0.0,21.49%
